Hourly measurement data supplied by UK-air on 14/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow High Street",,"Glasgow Townhead",
Latitude,,55.860936,,55.865782,,
Longitude,,-4.238214,,-4.243631,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,Central Scotland,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,"Glasgow",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2017-11-09,19:00:00,8.8,V ugm-3 (TEOM FDMS),12.035,V ugm-3 (TEOM FDMS)
2017-11-09,20:00:00,7.8,V ugm-3 (TEOM FDMS),12.035,V ugm-3 (TEOM FDMS)
2017-11-09,21:00:00,8.3,V ugm-3 (TEOM FDMS),9.963,V ugm-3 (TEOM FDMS)
2017-11-09,22:00:00,7.2,V ugm-3 (TEOM FDMS),9.766,V ugm-3 (TEOM FDMS)
2017-11-09,23:00:00,7.8,V ugm-3 (TEOM FDMS),6.807,V ugm-3 (TEOM FDMS)
2017-11-09,24:00:00,4,V ugm-3 (TEOM FDMS),7.793,V ugm-3 (TEOM FDMS)
2017-11-10,01:00:00,1.6,V ugm-3 (TEOM FDMS),9.272,V ugm-3 (TEOM FDMS)
2017-11-10,02:00:00,5.5,V ugm-3 (TEOM FDMS),9.469,V ugm-3 (TEOM FDMS)
2017-11-10,03:00:00,3.5,V ugm-3 (TEOM FDMS),8.285,V ugm-3 (TEOM FDMS)
2017-11-10,04:00:00,2.7,V ugm-3 (TEOM FDMS),3.156,V ugm-3 (TEOM FDMS)
2017-11-10,05:00:00,3.2,V ugm-3 (TEOM FDMS),5.03,V ugm-3 (TEOM FDMS)
2017-11-10,06:00:00,0.9,V ugm-3 (TEOM FDMS),3.649,V ugm-3 (TEOM FDMS)
2017-11-10,07:00:00,5.9,V ugm-3 (TEOM FDMS),3.847,V ugm-3 (TEOM FDMS)
2017-11-10,08:00:00,7.4,V ugm-3 (TEOM FDMS),7.496,V ugm-3 (TEOM FDMS)
2017-11-10,09:00:00,4.7,V ugm-3 (TEOM FDMS),5.721,V ugm-3 (TEOM FDMS)
2017-11-10,10:00:00,4.8,V ugm-3 (TEOM FDMS),2.959,V ugm-3 (TEOM FDMS)
2017-11-10,11:00:00,6.3,V ugm-3 (TEOM FDMS),8.088,V ugm-3 (TEOM FDMS)
2017-11-10,12:00:00,6.1,V ugm-3 (TEOM FDMS),5.918,V ugm-3 (TEOM FDMS)
2017-11-10,13:00:00,8,V ugm-3 (TEOM FDMS),6.017,V ugm-3 (TEOM FDMS)
2017-11-10,14:00:00,12.9,V ugm-3 (TEOM FDMS),6.313,V ugm-3 (TEOM FDMS)
2017-11-10,15:00:00,8.8,V ugm-3 (TEOM FDMS),7.693,V ugm-3 (TEOM FDMS)
2017-11-10,16:00:00,6.8,V ugm-3 (TEOM FDMS),6.806,V ugm-3 (TEOM FDMS)
2017-11-10,17:00:00,7.2,V ugm-3 (TEOM FDMS),7.102,V ugm-3 (TEOM FDMS)
2017-11-10,18:00:00,8.5,V ugm-3 (TEOM FDMS),7.891,V ugm-3 (TEOM FDMS)
2017-11-10,19:00:00,7.6,V ugm-3 (TEOM FDMS),6.313,V ugm-3 (TEOM FDMS)
2017-11-10,20:00:00,12.2,V ugm-3 (TEOM FDMS),9.863,V ugm-3 (TEOM FDMS)
2017-11-10,21:00:00,11.8,V ugm-3 (TEOM FDMS),9.272,V ugm-3 (TEOM FDMS)
2017-11-10,22:00:00,7.8,V ugm-3 (TEOM FDMS),8.581,V ugm-3 (TEOM FDMS)
2017-11-10,23:00:00,5.5,V ugm-3 (TEOM FDMS),7.989,V ugm-3 (TEOM FDMS)
2017-11-10,24:00:00,8,V ugm-3 (TEOM FDMS),6.214,V ugm-3 (TEOM FDMS)
2017-11-11,01:00:00,4.4,V ugm-3 (TEOM FDMS),8.185,V ugm-3 (TEOM FDMS)
2017-11-11,02:00:00,5.3,V ugm-3 (TEOM FDMS),6.016,V ugm-3 (TEOM FDMS)
2017-11-11,03:00:00,3.2,V ugm-3 (TEOM FDMS),6.903,V ugm-3 (TEOM FDMS)
2017-11-11,04:00:00,4.5,V ugm-3 (TEOM FDMS),10.355,V ugm-3 (TEOM FDMS)
2017-11-11,05:00:00,9.7,V ugm-3 (TEOM FDMS),8.679,V ugm-3 (TEOM FDMS)
2017-11-11,06:00:00,1.3,V ugm-3 (TEOM FDMS),5.621,V ugm-3 (TEOM FDMS)
2017-11-11,07:00:00,3.1,V ugm-3 (TEOM FDMS),3.452,V ugm-3 (TEOM FDMS)
2017-11-11,08:00:00,5.1,V ugm-3 (TEOM FDMS),6.903,V ugm-3 (TEOM FDMS)
2017-11-11,09:00:00,5.9,V ugm-3 (TEOM FDMS),8.777,V ugm-3 (TEOM FDMS)
2017-11-11,10:00:00,7.6,V ugm-3 (TEOM FDMS),7.495,V ugm-3 (TEOM FDMS)
2017-11-11,11:00:00,7.1,V ugm-3 (TEOM FDMS),7.298,V ugm-3 (TEOM FDMS)
2017-11-11,12:00:00,5.9,V ugm-3 (TEOM FDMS),4.832,V ugm-3 (TEOM FDMS)
2017-11-11,13:00:00,7.9,V ugm-3 (TEOM FDMS),7.298,V ugm-3 (TEOM FDMS)
2017-11-11,14:00:00,7.1,V ugm-3 (TEOM FDMS),6.509,V ugm-3 (TEOM FDMS)
2017-11-11,15:00:00,3.1,V ugm-3 (TEOM FDMS),6.805,V ugm-3 (TEOM FDMS)
2017-11-11,16:00:00,6,V ugm-3 (TEOM FDMS),5.819,V ugm-3 (TEOM FDMS)
2017-11-11,17:00:00,6.1,V ugm-3 (TEOM FDMS),8.087,V ugm-3 (TEOM FDMS)
2017-11-11,18:00:00,8.2,V ugm-3 (TEOM FDMS),7.791,V ugm-3 (TEOM FDMS)
2017-11-11,19:00:00,11.8,V ugm-3 (TEOM FDMS),8.777,V ugm-3 (TEOM FDMS)
2017-11-11,20:00:00,9.7,V ugm-3 (TEOM FDMS),5.917,V ugm-3 (TEOM FDMS)
2017-11-11,21:00:00,10.5,V ugm-3 (TEOM FDMS),8.876,V ugm-3 (TEOM FDMS)
2017-11-11,22:00:00,8.9,V ugm-3 (TEOM FDMS),8.58,V ugm-3 (TEOM FDMS)
2017-11-11,23:00:00,6.5,V ugm-3 (TEOM FDMS),7.692,V ugm-3 (TEOM FDMS)
2017-11-11,24:00:00,3.9,V ugm-3 (TEOM FDMS),5.325,V ugm-3 (TEOM FDMS)
2017-11-12,01:00:00,4.8,V ugm-3 (TEOM FDMS),5.423,V ugm-3 (TEOM FDMS)
2017-11-12,02:00:00,4.4,V ugm-3 (TEOM FDMS),6.212,V ugm-3 (TEOM FDMS)
2017-11-12,03:00:00,2.9,V ugm-3 (TEOM FDMS),6.409,V ugm-3 (TEOM FDMS)
2017-11-12,04:00:00,0.6,V ugm-3 (TEOM FDMS),3.944,V ugm-3 (TEOM FDMS)
2017-11-12,05:00:00,0.6,V ugm-3 (TEOM FDMS),5.226,V ugm-3 (TEOM FDMS)
2017-11-12,06:00:00,1.2,V ugm-3 (TEOM FDMS),2.564,V ugm-3 (TEOM FDMS)
2017-11-12,07:00:00,2.8,V ugm-3 (TEOM FDMS),1.38,V ugm-3 (TEOM FDMS)
2017-11-12,08:00:00,1.1,V ugm-3 (TEOM FDMS),4.635,V ugm-3 (TEOM FDMS)
2017-11-12,09:00:00,-0.2,V ugm-3 (TEOM FDMS),3.254,V ugm-3 (TEOM FDMS)
2017-11-12,10:00:00,1,V ugm-3 (TEOM FDMS),2.169,V ugm-3 (TEOM FDMS)
2017-11-12,11:00:00,4.6,V ugm-3 (TEOM FDMS),3.747,V ugm-3 (TEOM FDMS)
2017-11-12,12:00:00,3.6,V ugm-3 (TEOM FDMS),3.353,V ugm-3 (TEOM FDMS)
2017-11-12,13:00:00,5.4,V ugm-3 (TEOM FDMS),3.648,V ugm-3 (TEOM FDMS)
2017-11-12,14:00:00,3.2,V ugm-3 (TEOM FDMS),5.325,V ugm-3 (TEOM FDMS)
2017-11-12,15:00:00,3.6,V ugm-3 (TEOM FDMS),2.86,V ugm-3 (TEOM FDMS)
2017-11-12,16:00:00,2.4,V ugm-3 (TEOM FDMS),5.226,V ugm-3 (TEOM FDMS)
2017-11-12,17:00:00,4.5,V ugm-3 (TEOM FDMS),7.987,V ugm-3 (TEOM FDMS)
2017-11-12,18:00:00,2.9,V ugm-3 (TEOM FDMS),5.029,V ugm-3 (TEOM FDMS)
2017-11-12,19:00:00,4.6,V ugm-3 (TEOM FDMS),4.24,V ugm-3 (TEOM FDMS)
2017-11-12,20:00:00,6.2,V ugm-3 (TEOM FDMS),4.437,V ugm-3 (TEOM FDMS)
2017-11-12,21:00:00,8,V ugm-3 (TEOM FDMS),5.916,V ugm-3 (TEOM FDMS)
2017-11-12,22:00:00,5.6,V ugm-3 (TEOM FDMS),7.79,V ugm-3 (TEOM FDMS)
2017-11-12,23:00:00,6.1,V ugm-3 (TEOM FDMS),7.987,V ugm-3 (TEOM FDMS)
2017-11-12,24:00:00,3.4,V ugm-3 (TEOM FDMS),8.973,V ugm-3 (TEOM FDMS)
2017-11-13,01:00:00,4.1,V ugm-3 (TEOM FDMS),3.549,V ugm-3 (TEOM FDMS)
2017-11-13,02:00:00,5.2,V ugm-3 (TEOM FDMS),8.972,V ugm-3 (TEOM FDMS)
2017-11-13,03:00:00,5.4,V ugm-3 (TEOM FDMS),5.916,V ugm-3 (TEOM FDMS)
2017-11-13,04:00:00,3.8,V ugm-3 (TEOM FDMS),5.225,V ugm-3 (TEOM FDMS)
2017-11-13,05:00:00,3,V ugm-3 (TEOM FDMS),6.409,V ugm-3 (TEOM FDMS)
2017-11-13,06:00:00,4.4,V ugm-3 (TEOM FDMS),7.296,V ugm-3 (TEOM FDMS)
2017-11-13,07:00:00,10.6,V ugm-3 (TEOM FDMS),8.972,V ugm-3 (TEOM FDMS)
2017-11-13,08:00:00,8.6,V ugm-3 (TEOM FDMS),11.24,V ugm-3 (TEOM FDMS)
2017-11-13,09:00:00,16.8,V ugm-3 (TEOM FDMS),19.62,V ugm-3 (TEOM FDMS)
2017-11-13,10:00:00,33.9,V ugm-3 (TEOM FDMS),29.874,V ugm-3 (TEOM FDMS)
2017-11-13,11:00:00,31.8,V ugm-3 (TEOM FDMS),30.367,V ugm-3 (TEOM FDMS)
2017-11-13,12:00:00,24.1,V ugm-3 (TEOM FDMS),23.169,V ugm-3 (TEOM FDMS)
2017-11-13,13:00:00,15.5,V ugm-3 (TEOM FDMS),16.662,V ugm-3 (TEOM FDMS)
2017-11-13,14:00:00,8.9,V ugm-3 (TEOM FDMS),8.578,V ugm-3 (TEOM FDMS)
2017-11-13,15:00:00,12,V ugm-3 (TEOM FDMS),8.183,V ugm-3 (TEOM FDMS)
2017-11-13,16:00:00,3.9,V ugm-3 (TEOM FDMS),7.197,V ugm-3 (TEOM FDMS)
2017-11-13,17:00:00,3.7,V ugm-3 (TEOM FDMS),6.606,V ugm-3 (TEOM FDMS)
2017-11-13,18:00:00,6.7,V ugm-3 (TEOM FDMS),5.817,V ugm-3 (TEOM FDMS)
2017-11-13,19:00:00,5.3,V ugm-3 (TEOM FDMS),6.507,V ugm-3 (TEOM FDMS)
2017-11-13,20:00:00,2.5,V ugm-3 (TEOM FDMS),6.704,V ugm-3 (TEOM FDMS)
2017-11-13,21:00:00,5.7,V ugm-3 (TEOM FDMS),6.704,V ugm-3 (TEOM FDMS)
2017-11-13,22:00:00,5.7,V ugm-3 (TEOM FDMS),7.296,V ugm-3 (TEOM FDMS)
2017-11-13,23:00:00,-0.4,V ugm-3 (TEOM FDMS),4.535,V ugm-3 (TEOM FDMS)
2017-11-13,24:00:00,0.7,V ugm-3 (TEOM FDMS),6.606,V ugm-3 (TEOM FDMS)
2017-11-14,01:00:00,4.4,V ugm-3 (TEOM FDMS),6.211,V ugm-3 (TEOM FDMS)
2017-11-14,02:00:00,0.4,V ugm-3 (TEOM FDMS),4.436,V ugm-3 (TEOM FDMS)
2017-11-14,03:00:00,2.5,V ugm-3 (TEOM FDMS),4.535,V ugm-3 (TEOM FDMS)
2017-11-14,04:00:00,1.9,V ugm-3 (TEOM FDMS),5.619,V ugm-3 (TEOM FDMS)
2017-11-14,05:00:00,-0.2,V ugm-3 (TEOM FDMS),3.943,V ugm-3 (TEOM FDMS)
2017-11-14,06:00:00,-0.9,V ugm-3 (TEOM FDMS),3.352,V ugm-3 (TEOM FDMS)
2017-11-14,07:00:00,0.3,V ugm-3 (TEOM FDMS),5.52,V ugm-3 (TEOM FDMS)
2017-11-14,08:00:00,6.7,V ugm-3 (TEOM FDMS),5.915,V ugm-3 (TEOM FDMS)
2017-11-14,09:00:00,8.3,V ugm-3 (TEOM FDMS),9.759,V ugm-3 (TEOM FDMS)
2017-11-14,10:00:00,11,V ugm-3 (TEOM FDMS),12.717,V ugm-3 (TEOM FDMS)
2017-11-14,11:00:00,10,V ugm-3 (TEOM FDMS),9.266,V ugm-3 (TEOM FDMS)
2017-11-14,12:00:00,7.5,V ugm-3 (TEOM FDMS),6.408,V ugm-3 (TEOM FDMS)
2017-11-14,13:00:00,7.7,V ugm-3 (TEOM FDMS),7.591,V ugm-3 (TEOM FDMS)
2017-11-14,14:00:00,6.8,V ugm-3 (TEOM FDMS),7.295,V ugm-3 (TEOM FDMS)
2017-11-14,15:00:00,7.8,V ugm-3 (TEOM FDMS),8.182,V ugm-3 (TEOM FDMS)
2017-11-14,16:00:00,8.3,V ugm-3 (TEOM FDMS),8.182,V ugm-3 (TEOM FDMS)
2017-11-14,17:00:00,6,V ugm-3 (TEOM FDMS),8.281,V ugm-3 (TEOM FDMS)
2017-11-14,18:00:00,5.6,V ugm-3 (TEOM FDMS),7.886,V ugm-3 (TEOM FDMS)
2017-11-14,19:00:00,8.7,V ugm-3 (TEOM FDMS),7.098,V ugm-3 (TEOM FDMS)
2017-11-14,20:00:00,7.6,V ugm-3 (TEOM FDMS),9.365,V ugm-3 (TEOM FDMS)
2017-11-14,21:00:00,3.9,V ugm-3 (TEOM FDMS),8.182,V ugm-3 (TEOM FDMS)
2017-11-14,22:00:00,2.7,V ugm-3 (TEOM FDMS),7.985,V ugm-3 (TEOM FDMS)
2017-11-14,23:00:00,8.3,V ugm-3 (TEOM FDMS),7.886,V ugm-3 (TEOM FDMS)
2017-11-14,24:00:00,8.4,V ugm-3 (TEOM FDMS),6.112,V ugm-3 (TEOM FDMS)
2017-11-15,01:00:00,3.4,V ugm-3 (TEOM FDMS),8.181,V ugm-3 (TEOM FDMS)
2017-11-15,02:00:00,6,V ugm-3 (TEOM FDMS),5.914,V ugm-3 (TEOM FDMS)
2017-11-15,03:00:00,5.9,V ugm-3 (TEOM FDMS),10.941,V ugm-3 (TEOM FDMS)
2017-11-15,04:00:00,7.1,V ugm-3 (TEOM FDMS),8.969,V ugm-3 (TEOM FDMS)
2017-11-15,05:00:00,8.9,V ugm-3 (TEOM FDMS),7.984,V ugm-3 (TEOM FDMS)
2017-11-15,06:00:00,7.8,V ugm-3 (TEOM FDMS),7.984,V ugm-3 (TEOM FDMS)
2017-11-15,07:00:00,12.9,V ugm-3 (TEOM FDMS),10.251,V ugm-3 (TEOM FDMS)
2017-11-15,08:00:00,7.1,V ugm-3 (TEOM FDMS),9.857,V ugm-3 (TEOM FDMS)
2017-11-15,09:00:00,12.8,V ugm-3 (TEOM FDMS),13.109,V ugm-3 (TEOM FDMS)
2017-11-15,10:00:00,8.2,V ugm-3 (TEOM FDMS),10.744,V ugm-3 (TEOM FDMS)
2017-11-15,11:00:00,8.7,V ugm-3 (TEOM FDMS),12.616,V ugm-3 (TEOM FDMS)
2017-11-15,12:00:00,13,V ugm-3 (TEOM FDMS),13.799,V ugm-3 (TEOM FDMS)
2017-11-15,13:00:00,10.9,V ugm-3 (TEOM FDMS),15.475,V ugm-3 (TEOM FDMS)
2017-11-15,14:00:00,13.2,V ugm-3 (TEOM FDMS),14.489,V ugm-3 (TEOM FDMS)
2017-11-15,15:00:00,12.9,V ugm-3 (TEOM FDMS),15.475,V ugm-3 (TEOM FDMS)
2017-11-15,16:00:00,15.3,V ugm-3 (TEOM FDMS),13.898,V ugm-3 (TEOM FDMS)
2017-11-15,17:00:00,10.7,V ugm-3 (TEOM FDMS),11.138,V ugm-3 (TEOM FDMS)
2017-11-15,18:00:00,8.8,V ugm-3 (TEOM FDMS),8.477,V ugm-3 (TEOM FDMS)
2017-11-15,19:00:00,3.6,V ugm-3 (TEOM FDMS),7.097,V ugm-3 (TEOM FDMS)
2017-11-15,20:00:00,4.5,V ugm-3 (TEOM FDMS),8.772,V ugm-3 (TEOM FDMS)
2017-11-15,21:00:00,7.4,V ugm-3 (TEOM FDMS),8.28,V ugm-3 (TEOM FDMS)
2017-11-15,22:00:00,6.7,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2017-11-15,23:00:00,0.6,V ugm-3 (TEOM FDMS),4.633,V ugm-3 (TEOM FDMS)
2017-11-15,24:00:00,1.9,V ugm-3 (TEOM FDMS),7.195,V ugm-3 (TEOM FDMS)
2017-11-16,01:00:00,4,V ugm-3 (TEOM FDMS),5.716,V ugm-3 (TEOM FDMS)
2017-11-16,02:00:00,2.4,V ugm-3 (TEOM FDMS),6.11,V ugm-3 (TEOM FDMS)
2017-11-16,03:00:00,1,V ugm-3 (TEOM FDMS),7.589,V ugm-3 (TEOM FDMS)
2017-11-16,04:00:00,2.6,V ugm-3 (TEOM FDMS),5.815,V ugm-3 (TEOM FDMS)
2017-11-16,05:00:00,No data,V ugm-3 (TEOM FDMS),2.168,V ugm-3 (TEOM FDMS)
2017-11-16,06:00:00,-0.9,V ugm-3 (TEOM FDMS),2.661,V ugm-3 (TEOM FDMS)
2017-11-16,07:00:00,0,V ugm-3 (TEOM FDMS),3.548,V ugm-3 (TEOM FDMS)
2017-11-16,08:00:00,5.5,V ugm-3 (TEOM FDMS),6.504,V ugm-3 (TEOM FDMS)
2017-11-16,09:00:00,3.2,V ugm-3 (TEOM FDMS),2.858,V ugm-3 (TEOM FDMS)
2017-11-16,10:00:00,5.7,V ugm-3 (TEOM FDMS),3.548,V ugm-3 (TEOM FDMS)
2017-11-16,11:00:00,2.7,V ugm-3 (TEOM FDMS),5.125,V ugm-3 (TEOM FDMS)
2017-11-16,12:00:00,5.2,V ugm-3 (TEOM FDMS),2.858,V ugm-3 (TEOM FDMS)
2017-11-16,13:00:00,8.6,V ugm-3 (TEOM FDMS),4.928,V ugm-3 (TEOM FDMS)
2017-11-16,14:00:00,6.1,V ugm-3 (TEOM FDMS),5.716,V ugm-3 (TEOM FDMS)
2017-11-16,15:00:00,5.6,V ugm-3 (TEOM FDMS),5.42,V ugm-3 (TEOM FDMS)
2017-11-16,16:00:00,9.6,V ugm-3 (TEOM FDMS),5.42,V ugm-3 (TEOM FDMS)
2017-11-16,17:00:00,5.7,V ugm-3 (TEOM FDMS),6.11,V ugm-3 (TEOM FDMS)
2017-11-16,18:00:00,10.1,V ugm-3 (TEOM FDMS),8.87,V ugm-3 (TEOM FDMS)
2017-11-16,19:00:00,14.4,V ugm-3 (TEOM FDMS),8.18,V ugm-3 (TEOM FDMS)
2017-11-16,20:00:00,7.7,V ugm-3 (TEOM FDMS),8.771,V ugm-3 (TEOM FDMS)
2017-11-16,21:00:00,8.2,V ugm-3 (TEOM FDMS),6.997,V ugm-3 (TEOM FDMS)
2017-11-16,22:00:00,10.4,V ugm-3 (TEOM FDMS),8.18,V ugm-3 (TEOM FDMS)
2017-11-16,23:00:00,6.7,V ugm-3 (TEOM FDMS),7.884,V ugm-3 (TEOM FDMS)
2017-11-16,24:00:00,4.3,V ugm-3 (TEOM FDMS),8.081,V ugm-3 (TEOM FDMS)
2017-11-17,01:00:00,6.1,V ugm-3 (TEOM FDMS),5.124,V ugm-3 (TEOM FDMS)
2017-11-17,02:00:00,5.5,V ugm-3 (TEOM FDMS),4.73,V ugm-3 (TEOM FDMS)
2017-11-17,03:00:00,3.1,V ugm-3 (TEOM FDMS),5.518,V ugm-3 (TEOM FDMS)
2017-11-17,04:00:00,3.6,V ugm-3 (TEOM FDMS),5.025,V ugm-3 (TEOM FDMS)
2017-11-17,05:00:00,3.1,V ugm-3 (TEOM FDMS),4.533,V ugm-3 (TEOM FDMS)
2017-11-17,06:00:00,3.2,V ugm-3 (TEOM FDMS),5.42,V ugm-3 (TEOM FDMS)
2017-11-17,07:00:00,4.5,V ugm-3 (TEOM FDMS),5.715,V ugm-3 (TEOM FDMS)
2017-11-17,08:00:00,8.7,V ugm-3 (TEOM FDMS),6.898,V ugm-3 (TEOM FDMS)
2017-11-17,09:00:00,5.9,V ugm-3 (TEOM FDMS),6.306,V ugm-3 (TEOM FDMS)
2017-11-17,10:00:00,3.9,V ugm-3 (TEOM FDMS),7.095,V ugm-3 (TEOM FDMS)
2017-11-17,11:00:00,4.7,V ugm-3 (TEOM FDMS),6.996,V ugm-3 (TEOM FDMS)
2017-11-17,12:00:00,6.4,V ugm-3 (TEOM FDMS),5.912,V ugm-3 (TEOM FDMS)
2017-11-17,13:00:00,4.4,V ugm-3 (TEOM FDMS),6.208,V ugm-3 (TEOM FDMS)
2017-11-17,14:00:00,4.8,V ugm-3 (TEOM FDMS),7.686,V ugm-3 (TEOM FDMS)
2017-11-17,15:00:00,2.8,V ugm-3 (TEOM FDMS),8.08,V ugm-3 (TEOM FDMS)
2017-11-17,16:00:00,3.7,V ugm-3 (TEOM FDMS),6.504,V ugm-3 (TEOM FDMS)
2017-11-17,17:00:00,9.4,V ugm-3 (TEOM FDMS),6.306,V ugm-3 (TEOM FDMS)
2017-11-17,18:00:00,6.2,V ugm-3 (TEOM FDMS),6.109,V ugm-3 (TEOM FDMS)
2017-11-17,19:00:00,7.7,V ugm-3 (TEOM FDMS),8.474,V ugm-3 (TEOM FDMS)
2017-11-17,20:00:00,3.8,V ugm-3 (TEOM FDMS),6.898,V ugm-3 (TEOM FDMS)
2017-11-17,21:00:00,3.6,V ugm-3 (TEOM FDMS),10.051,V ugm-3 (TEOM FDMS)
2017-11-17,22:00:00,5.5,V ugm-3 (TEOM FDMS),8.967,V ugm-3 (TEOM FDMS)
2017-11-17,23:00:00,2.5,V ugm-3 (TEOM FDMS),4.927,V ugm-3 (TEOM FDMS)
2017-11-17,24:00:00,2.6,V ugm-3 (TEOM FDMS),5.912,V ugm-3 (TEOM FDMS)
2017-11-18,01:00:00,3.9,V ugm-3 (TEOM FDMS),5.025,V ugm-3 (TEOM FDMS)
2017-11-18,02:00:00,5.8,V ugm-3 (TEOM FDMS),4.138,V ugm-3 (TEOM FDMS)
2017-11-18,03:00:00,4.7,V ugm-3 (TEOM FDMS),6.404,V ugm-3 (TEOM FDMS)
2017-11-18,04:00:00,3.9,V ugm-3 (TEOM FDMS),2.956,V ugm-3 (TEOM FDMS)
2017-11-18,05:00:00,4.8,V ugm-3 (TEOM FDMS),7.192,V ugm-3 (TEOM FDMS)
2017-11-18,06:00:00,2.8,V ugm-3 (TEOM FDMS),4.926,V ugm-3 (TEOM FDMS)
2017-11-18,07:00:00,2.6,V ugm-3 (TEOM FDMS),4.729,V ugm-3 (TEOM FDMS)
2017-11-18,08:00:00,3.5,V ugm-3 (TEOM FDMS),4.532,V ugm-3 (TEOM FDMS)
2017-11-18,09:00:00,6.9,V ugm-3 (TEOM FDMS),5.616,V ugm-3 (TEOM FDMS)
2017-11-18,10:00:00,1.2,V ugm-3 (TEOM FDMS),4.434,V ugm-3 (TEOM FDMS)
2017-11-18,11:00:00,3,V ugm-3 (TEOM FDMS),6.207,V ugm-3 (TEOM FDMS)
2017-11-18,12:00:00,2.6,V ugm-3 (TEOM FDMS),5.714,V ugm-3 (TEOM FDMS)
2017-11-18,13:00:00,6.3,V ugm-3 (TEOM FDMS),6.897,V ugm-3 (TEOM FDMS)
2017-11-18,14:00:00,3.1,V ugm-3 (TEOM FDMS),5.222,V ugm-3 (TEOM FDMS)
2017-11-18,15:00:00,4.5,V ugm-3 (TEOM FDMS),4.335,V ugm-3 (TEOM FDMS)
2017-11-18,16:00:00,8.5,V ugm-3 (TEOM FDMS),6.995,V ugm-3 (TEOM FDMS)
2017-11-18,17:00:00,6.3,V ugm-3 (TEOM FDMS),6.306,V ugm-3 (TEOM FDMS)
2017-11-18,18:00:00,4.1,V ugm-3 (TEOM FDMS),5.419,V ugm-3 (TEOM FDMS)
2017-11-18,19:00:00,8.5,V ugm-3 (TEOM FDMS),6.503,V ugm-3 (TEOM FDMS)
2017-11-18,20:00:00,6.5,V ugm-3 (TEOM FDMS),6.207,V ugm-3 (TEOM FDMS)
2017-11-18,21:00:00,10.3,V ugm-3 (TEOM FDMS),6.798,V ugm-3 (TEOM FDMS)
2017-11-18,22:00:00,10.2,V ugm-3 (TEOM FDMS),10.739,V ugm-3 (TEOM FDMS)
2017-11-18,23:00:00,9.8,V ugm-3 (TEOM FDMS),10.739,V ugm-3 (TEOM FDMS)
2017-11-18,24:00:00,5.3,V ugm-3 (TEOM FDMS),6.109,V ugm-3 (TEOM FDMS)
2017-11-19,01:00:00,4.2,V ugm-3 (TEOM FDMS),6.502,V ugm-3 (TEOM FDMS)
2017-11-19,02:00:00,6.7,V ugm-3 (TEOM FDMS),7.093,V ugm-3 (TEOM FDMS)
2017-11-19,03:00:00,7.1,V ugm-3 (TEOM FDMS),9.556,V ugm-3 (TEOM FDMS)
2017-11-19,04:00:00,6.4,V ugm-3 (TEOM FDMS),8.176,V ugm-3 (TEOM FDMS)
2017-11-19,05:00:00,6.8,V ugm-3 (TEOM FDMS),5.714,V ugm-3 (TEOM FDMS)
2017-11-19,06:00:00,3.7,V ugm-3 (TEOM FDMS),5.221,V ugm-3 (TEOM FDMS)
2017-11-19,07:00:00,2.6,V ugm-3 (TEOM FDMS),6.502,V ugm-3 (TEOM FDMS)
2017-11-19,08:00:00,5.7,V ugm-3 (TEOM FDMS),7.881,V ugm-3 (TEOM FDMS)
2017-11-19,09:00:00,7.3,V ugm-3 (TEOM FDMS),10.541,V ugm-3 (TEOM FDMS)
2017-11-19,10:00:00,12.4,V ugm-3 (TEOM FDMS),9.851,V ugm-3 (TEOM FDMS)
2017-11-19,11:00:00,18.6,V ugm-3 (TEOM FDMS),18.028,V ugm-3 (TEOM FDMS)
2017-11-19,12:00:00,17,V ugm-3 (TEOM FDMS),17.141,V ugm-3 (TEOM FDMS)
2017-11-19,13:00:00,12.2,V ugm-3 (TEOM FDMS),15.762,V ugm-3 (TEOM FDMS)
2017-11-19,14:00:00,11.7,V ugm-3 (TEOM FDMS),14.974,V ugm-3 (TEOM FDMS)
2017-11-19,15:00:00,12.3,V ugm-3 (TEOM FDMS),13.299,V ugm-3 (TEOM FDMS)
2017-11-19,16:00:00,11.6,V ugm-3 (TEOM FDMS),13.693,V ugm-3 (TEOM FDMS)
2017-11-19,17:00:00,12.9,V ugm-3 (TEOM FDMS),16.648,V ugm-3 (TEOM FDMS)
2017-11-19,18:00:00,13.4,V ugm-3 (TEOM FDMS),16.353,V ugm-3 (TEOM FDMS)
2017-11-19,19:00:00,14.8,V ugm-3 (TEOM FDMS),14.875,V ugm-3 (TEOM FDMS)
2017-11-19,20:00:00,8.1,V ugm-3 (TEOM FDMS),13.693,V ugm-3 (TEOM FDMS)
2017-11-19,21:00:00,9.7,V ugm-3 (TEOM FDMS),12.314,V ugm-3 (TEOM FDMS)
2017-11-19,22:00:00,6.2,V ugm-3 (TEOM FDMS),7.684,V ugm-3 (TEOM FDMS)
2017-11-19,23:00:00,1.8,V ugm-3 (TEOM FDMS),6.305,V ugm-3 (TEOM FDMS)
